"items__track","items__episode__episodeName","items__episode__showName","items__episode__episodeUri","name","lastModifiedDate","items__track__trackName","items__track__artistName","items__track__albumName","items__track__trackUri","items__episode","items__audiobook","items__localTrack","items__addedDate","description","numberOfFollowers"
"","","","","","","You Are Enough","Sleeping At Last","Atlas: I","spotify:track:1Wdj4wRDYS7aT4CoPS0mAH","null","null","null","2022-12-04","",""
"","","","","","","Grow as We Go","Ben Platt","Sing To Me Instead","spotify:track:6hYvw3LLTViP2mT4MpDNmT","null","null","null","2022-12-04","",""
"","","","","","","a thousand years","Christina Perri","a thousand years","spotify:track:6lanRgr6wXibZr8KgzXxBl","null","null","null","2022-12-04","",""
"","","","","","","If You Love Her","Forest Blakk","If You Love Her","spotify:track:727Z2S2mtNH46CbP9EWPwY","null","null","null","2022-12-04","",""
"","","","","20","2023-05-21","20","SEVENTEEN","SEVENTEEN 1st Mini Album ’17 CARAT’","spotify:track:30KwJprbzKR4uXLKEG8dMM","null","null","null","2022-12-01","null","0"
"","","","","","","Pretty U","SEVENTEEN","Love&Letter repackage album","spotify:track:6FaIMrCu7bxblZdt1Tfsjn","null","null","null","2023-01-11","",""
"","","","","","","Butter","BTS","Butter (Hotter, Sweeter, Cooler)","spotify:track:1mWdTewIgB3gtBM3TOSFhB","null","null","null","2023-01-17","",""
"","","","","","","9-TEEN","SEVENTEEN","A-TEEN2 Part.2","spotify:track:5G5MW3CIQ26AV08Yl7UV6m","null","null","null","2023-03-15","",""
"","","","","","","Fire","SEVENTEEN","SEVENTEEN 10th Mini Album 'FML'","spotify:track:2hqn75Y9fEzL0qPoPRXCvX","null","null","null","2023-05-21","",""
"","","","","","","17 (feat. Joshua and DK of SEVENTEEN)","Pink Sweat$","17 (feat. Joshua and DK of SEVENTEEN)","spotify:track:5SifNhmUO8iSEoWFQU8kxH","null","null","null","2023-05-21","",""
"","","","","Slayter hill","2024-04-10","I Will Spend My Whole Life Loving You","Imaginary Future","I Will Spend My Whole Life Loving You","spotify:track:77enz5hl8RicxrbPB56VXQ","null","null","null","2022-09-06","null","0"
"","","","","","","Soul Search","CloZee","Soul Search","spotify:track:7GzWXX0KdkcnwByVZp2Nrk","null","null","null","2022-10-14","",""
"","","","","","","Photograph","Cody Fry","Pictures of Mountains","spotify:track:72O82q8TpJTDKgJ7aCXjkk","null","null","null","2024-02-08","",""
"","","","","","","At Sea","Lord Huron","Long Lost","spotify:track:5Y3LmE2A98e1JB7iggywlM","null","null","null","2024-04-10","",""
"","","","","","","Grow as We Go","Ben Platt","Sing To Me Instead","spotify:track:6hYvw3LLTViP2mT4MpDNmT","null","null","null","2024-04-10","",""
"","","","","","","Pancakes for Dinner","Lizzy McAlpine","Give Me A Minute","spotify:track:1WThEmIxSyaqG6fVsyCmcL","null","null","null","2024-04-10","",""
"","","","","BIOL 121","2022-10-21","Running on Empty","Jackson Browne","The Next Voice You Hear - The Best Of Jackson Browne","spotify:track:3UrDYCWfY6fTsiA63NNL27","null","null","null","2022-09-01","null","0"
"","","","","","","Build Me Up Buttercup","The Foundations","Build Me Up Buttercup","spotify:track:0oSa08MRuiEYBUfAxwYzTt","null","null","null","2022-09-29","",""
"","","","","","","The Kids Are Alright","The Who","My Generation","spotify:track:4zJBF8rXepeoJ0qJOqMLhj","null","null","null","2022-10-13","",""
"","","","","","","Livin' On A Prayer","Bon Jovi","Slippery When Wet","spotify:track:37ZJ0p5Jm13JPevGcx4SkF","null","null","null","2022-10-21","",""
"","","","","","","Take on Me","a-ha","Hunting High and Low","spotify:track:2WfaOiMkCvy7F5fcp2zZ8L","null","null","null","2022-10-21","",""
"","","","","AHHHHHH","2024-02-08","Sweater Weather (Violin)","Dramatic Violin","Sweater Weather (Violin)","spotify:track:4IrWyseKFBykjoTm67NnNU","null","null","null","2022-08-30","null","0"
"","","","","","","Dandelions (Violin)","Dramatic Violin","Dandelions (Violin)","spotify:track:2pcqjh978FXjLnRcv22x2h","null","null","null","2022-08-30","",""
"","","","","","","Why'd You Only Call Me When You're High (Violin)","Dramatic Violin","Why'd You Only Call Me When You're High (Violin)","spotify:track:6C7kMVMfmc9kyh7mB8fbCs","null","null","null","2022-08-30","",""
"","","","","","","Slow Dancing In The Dark (Violin)","Dramatic Violin","Slow Dancing In The Dark (Violin)","spotify:track:3qIn8QQRhWVq5lQCfOkCCZ","null","null","null","2022-08-30","",""
"","","","","","","Arcade (Violin)","Joel Sunny","Arcade (Violin)","spotify:track:2dWJ8xhGZJEbLb4jSz1Zqb","null","null","null","2022-08-30","",""
"","","","","","","Fairytale","Joel Sunny","Fairytale","spotify:track:5Sg8tzthCzJTl0WBWO9XTr","null","null","null","2022-08-30","",""
"","","","","","","Beggin' (Violin)","Joel Sunny","Beggin' (Violin)","spotify:track:7BvYrb9fKMP2TYV5Fhlg2e","null","null","null","2022-08-30","",""
"","","","","","","Love Nwantiti (Violin)","Joel Sunny","Love Nwantiti (Violin)","spotify:track:2XXsWvhSIBzpeQ0c3NRm7f","null","null","null","2022-08-30","",""
"","","","","","","Play Date","Joel Sunny","Play Date","spotify:track:45qJw0Vo0Ea9ddmEpTX0kA","null","null","null","2022-08-30","",""
"","","","","","","Train Wreck","Joel Sunny","Train Wreck","spotify:track:1OnhGKwTYqw4EHGwWt9QH2","null","null","null","2022-08-30","",""
"","","","","","","Runaway (Violin)","Joel Sunny","Runaway (Violin)","spotify:track:4mOGZ1JKLQPGFwRbPptH3V","null","null","null","2022-08-30","",""
"","","","","","","Heather","Joel Sunny","Heather","spotify:track:3c8vuMFlvJcKOovrvKLK6t","null","null","null","2022-08-30","",""
"","","","","","","Mystery of Love","Joel Sunny","Mystery of Love","spotify:track:7kzkmbO8ldufwNpRppGmXY","null","null","null","2022-08-30","",""
"","","","","","","Let Me Down Slowly","Joel Sunny","Let Me Down Slowly","spotify:track:6fmoEcoEBS6hIteI07ceiU","null","null","null","2022-08-30","",""
"","","","","","","Experience","Ludovico Einaudi","In A Time Lapse","spotify:track:1BncfTJAWxrsxyT9culBrj","null","null","null","2022-08-30","",""
"","","","","","","Life","Ludovico Einaudi","In A Time Lapse","spotify:track:61o9ek0A26KARnXBPssDv3","null","null","null","2022-08-30","",""
"","","","","","","Fly","Ludovico Einaudi","Cinema","spotify:track:1yomwoQ7JBdO05tTG2481N","null","null","null","2022-08-30","",""
"","","","","","","Fairytale","Ludovico Einaudi","Cinema","spotify:track:06ShMgfGPoctnjQD0V9Xoq","null","null","null","2022-08-30","",""
"","","","","","","Elegy For The Arctic - Remastered 2020","Ludovico Einaudi","Undiscovered","spotify:track:6rodOIyxUXZrRfzoNL2vXx","null","null","null","2022-08-30","",""
"","","","","","","Night","Ludovico Einaudi","Elements","spotify:track:6Xs9eaQXZaKfPkEyETxNl6","null","null","null","2022-08-30","",""
"","","","","","","Discovery At Night","Ludovico Einaudi","In A Time Lapse","spotify:track:4aQwSybK9Aoxg1clt6iNjf","null","null","null","2022-08-30","",""
"","","","","","","DNA","Ludovico Einaudi","Una Mattina","spotify:track:25RzM7As1Id3Bc2SuzFjzD","null","null","null","2022-08-30","",""
"","","","","","","Elegy For The Arctic","Ludovico Einaudi","12 Songs From Home","spotify:track:4dcAGiq9B81ODpT7qDyxmR","null","null","null","2022-08-30","",""
"","","","","Japanese","2024-07-16","好きだ","YOASOBI","好きだ","spotify:track:7537JfhvVpEqkrY2CIY7zu","null","null","null","2022-07-31","null","0"
"","","","","","","Kokoronashi","majiko","Contrast","spotify:track:1FXrYwvWwjmbw8cqFC1OWz","null","null","null","2022-07-31","",""
"","","","","","","好きだから。","『ユイカ』","好きだから。","spotify:track:02xwA3Ej9NPetftp9V7VZ3","null","null","null","2022-07-31","",""
"","","","","","","嘘月","ヨルシカ","創作","spotify:track:4MwVirVMyerMiHkFomOZay","null","null","null","2022-07-31","",""
"","","","","","","Ghost In A Flower (From ""A Whisker Away"")","Akano","Ghost In A Flower (From ""A Whisker Away"")","spotify:track:0qazbSxaIVnUyzRmMWyIDD","null","null","null","2022-08-01","",""
"","","","","","","Ikanaide - album ver","Eve","Round Robin","spotify:track:7eln5FHo4COAJwfwcEMNK0","null","null","null","2022-08-01","",""
"","","","","","","Dramaturgy","Eve","Bunka","spotify:track:72uSoNIf7eScfGZFQjNHrR","null","null","null","2022-08-01","",""
"","","","","","","YELLOW","Yoh kamiyama","SHIAWASE NA OTONA","spotify:track:6oLejuhWNQf76ydBbtLrT9","null","null","null","2022-08-01","",""
"","","","","","","Caffeine","Kiro Akiyama","From DROPOUT","spotify:track:708feUe50Ed8N6zilSiSQM","null","null","null","2022-08-01","",""
"","","","","","","Summertime","Maggie","Summertime","spotify:track:6Wtyb11rKgjVyDYuNfz2hc","null","null","null","2022-08-01","",""
"","","","","","","Kokoronash - Sou Version","Olutorops","Kokoronash","spotify:track:4r9DdEC1ZRuq0r8zL7vajT","null","null","null","2022-08-01","",""
"","","","","","","ハレハレヤ","UniteUp!","ハレハレヤ","spotify:track:6gBHA0wQbD4hwCLtOsmkw9","null","null","null","2022-08-01","",""
"","","","","","","Irony","majiko","Contrast","spotify:track:5w65rfJaQDOQ0iAhOuQqiv","null","null","null","2024-02-08","",""
"","","","","","","言って。","ヨルシカ","夏草が邪魔をする","spotify:track:6z1TvLTR0oOsWSJfDrERmj","null","null","null","2024-02-08","",""
"","","","","","","odoriko","Vaundy","odoriko","spotify:track:1uK4zAdMcBRyinAOArUA5X","null","null","null","2024-02-15","",""
"","","","","","","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","spotify:track:0kdqcbwei4MDWFEX5f33yG","null","null","null","2024-06-02","",""
"","","","","","","Husn","Anuv Jain","Husn","spotify:track:0TL0LFcwIBF5eX7arDIKxY","null","null","null","2024-06-07","",""
"","","","","","","さよーならまたいつか！- Sayonara","Kenshi Yonezu","さよーならまたいつか！- Sayonara","spotify:track:6jRyCWUAnRVir3OK4jSZvV","null","null","null","2024-07-16","",""
"","","","","Ayeee","2024-07-16","December","Neck Deep","Life's Not Out To Get You","spotify:track:4oVdhvxZrKQTM9ZsUIZa3S","null","null","null","2022-08-31","null","0"
"","","","","","","Missing You","All Time Low","Future Hearts","spotify:track:0LSY3NePenK0VG7nRUTVk8","null","null","null","2022-09-01","",""
"","","","","","","golden hour","JVKE","golden hour","spotify:track:6GD1eomgaGT1Epto6Q5eAo","null","null","null","2022-09-12","",""
"","","","","","","Forever Yours","Grayscale","Adornment","spotify:track:2fWRRecCCnzAE4gLBUjz8M","null","null","null","2022-09-28","",""
"","","","","","","Lonely","Justin Bieber","JB6","spotify:track:0OHDTsjzY0jM1Qe8orifTo","null","null","null","2022-09-28","",""
"","","","","","","Figure You Out","VOILÀ","Long Story Short","spotify:track:2bFGGsScXp2Tu10jKMCKO6","null","null","null","2022-11-06","",""
"","","","","","","I Wish It Was Me","Etham","I Wish It Was Me","spotify:track:5pu1NHwlPjOZVx6tP6IyL0","null","null","null","2022-11-06","",""
"","","","","","","Pâquerette (Without Me)","With Confidence","Love and Loathing","spotify:track:5WS1H3DdV9oRlv2Scf4rgO","null","null","null","2022-11-07","",""
"","","","","","","Sparks","Coldplay","Parachutes","spotify:track:7D0RhFcb3CrfPuTJ0obrod","null","null","null","2023-01-11","",""
"","","","","","","I Got U","LUCY","Gatcha!","spotify:track:23W0eq63H9sTGG8SjJu6Ke","null","null","null","2023-02-16","",""
"","","","","","","CHEMICALS!","Jonah Kagen","georgia got colder","spotify:track:2ZLdPwznoSFQGZflBC04oL","null","null","null","2023-03-08","",""
"","","","","","","Boof Pack","Lord Aethelstan","Boof Pack","spotify:track:2pPUvxyQvSGCdQdFfA40lt","null","null","null","2023-06-15","",""
"","","","","","","Illuminati","Sushin Shyam","Aavesham","spotify:track:1a1xLj9W8libnO9PvJf6ao","null","null","null","2024-06-02","",""
"","","","","","","Bling-Bang-Bang-Born","Creepy Nuts","Bling-Bang-Bang-Born","spotify:track:0kdqcbwei4MDWFEX5f33yG","null","null","null","2024-06-02","",""
"","","","","","","Ghost Of You","5 Seconds of Summer","Youngblood","spotify:track:1MhXdlCQPnO56T57MfmaRm","null","null","null","2024-06-13","",""
"","","","","","","Ima -Even if the world ends tomorrow- (Korean Ver.)","SEVENTEEN","SEVENTEEN BEST ALBUM '17 IS RIGHT HERE'","spotify:track:2NSCKPxS53FFgIOgiMAFZy","null","null","null","2024-07-16","",""
"","","","","","","I hope you hate me.","Dead Poet Society","FISSION","spotify:track:2I6sRKSNmGPAyHdYnlalVN","null","null","null","2024-07-16","",""
"","","","","","","Sharks","Imagine Dragons","Sharks","spotify:track:0TyUOnU4H4GLqOcrH0auc8","null","null","null","2024-07-16","",""
"","","","","Nostalgia","2024-02-08","猿上がりシティーポップ","Kiro Akiyama","From DROPOUT","spotify:track:1Zz9XTOFRkxCo0NlKwlohJ","null","null","null","2022-07-31","null","0"
"","","","","","","Orange (From “Your Lie in April”)","AmaLee","Unity","spotify:track:6KdDQ8lbgQUUhzB8Bc6SxU","null","null","null","2022-07-31","",""
"","","","","","","This Game (From ""No Game No Life"")","AmaLee","Nostalgia VII","spotify:track:6hZQkCtBTjtPn1GMb9Aha1","null","null","null","2022-07-31","",""
"","","","","","","Your Lie in April - Medley","AmaLee","Your Lie in April - Medley","spotify:track:0CXnbPmKHFPoXI9d0JXq2f","null","null","null","2022-07-31","",""
"","","","","","","Ignite (From ""Sword Art Online II"")","AmaLee","Nostalgia VI","spotify:track:4yAslarahKbSWJ0Cc89R3l","null","null","null","2022-07-31","",""
"","","","","","","Re:Re: (Erased)","AmaLee","Total Coverage, Vol. 1","spotify:track:4D8IL5P0bjIJEorprudv8p","null","null","null","2022-07-31","",""
"","","","","","","Kyouran Hey Kids!!","THE ORAL CIGARETTES","FIXION","spotify:track:38kcwx5znepLWCIBID0Bwm","null","null","null","2022-07-31","",""
"","","","","","","Guren no Yumiya","Linked Horizon","Shingeki no Kiseki","spotify:track:70p3HYq9iHZisJqpDmWd1U","null","null","null","2022-07-31","",""
"","","","","","","the WORLD","Nightmare","the WORLD Ruler","spotify:track:1g0SlTCGN9j3OicWHfSKEn","null","null","null","2022-07-31","",""
"","","","","","","unravel","TK from Ling tosite sigure","Fantastic Magic","spotify:track:5orAKrVdrk1kPtTa7zNvYL","null","null","null","2022-07-31","",""
"","","","","","","COLORS -CODE GEASS OPENING MIX-","FLOW","Colors","spotify:track:4e6kJJb0fyjao3vlkWGURi","null","null","null","2022-07-31","",""
"","","","","","","シルエット","KANA-BOON","Time","spotify:track:21z1GxeHjfD3qkaF5CgCTO","null","null","null","2022-07-31","",""
"","","","","","","BON VOYAGE! (第169-206話 OP)","Mika Ogawa","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.1","spotify:track:60YLtFVNTYVeOpzzV4xxWd","null","null","null","2022-07-31","",""
"","","","","","","Believe (第48-115話 OP)","Recitativo","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.1","spotify:track:4vFDgTQ99ya7fvaH58muFn","null","null","null","2022-07-31","",""
"","","","","","","Sign","FLOW","Microcosm","spotify:track:1hi0P1Y2he1p09xnUccuAN","null","null","null","2022-07-31","",""
"","","","","","","BRAND NEW WORLD (第264-278話 OP)","菅野穣 & mu-ray","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.1","spotify:track:0oHXDtUbzb9nRNLFlxXXco","null","null","null","2022-07-31","",""
"","","","","","","Shinzo wo Sasageyo! - TV Size","Linked Horizon","Shinzo wo Sasageyo!","spotify:track:27iksNpaur1CcH0w8703by","null","null","null","2022-07-31","",""
"","","","","","","The Day (Japanese Version) [From ""Boku No Hero Academia""]","Miura Jam","The Day (From ""Boku No Hero Academia"")","spotify:track:4qIzab0KCI3SPmuUae4U0O","null","null","null","2022-07-31","",""
"","","","","","","バイバイ YESTERDAY","3年E組うた担(渚&茅野&業&磯貝&前原)","バイバイ YESTERDAY","spotify:track:66lF1QWtLZXJofJ3x388RV","null","null","null","2022-07-31","",""
"","","","","","","FLY HIGH!!","BURNOUT SYNDROMES","Fly High!!","spotify:track:3Vpl1HddJXv8LUBWHlQlKF","null","null","null","2022-07-31","",""
"","","","","","","打上花火","Daoko","打上花火","spotify:track:7pcTLUekZJQnzDOUDuExVJ","null","null","null","2022-07-31","",""
"","","","","","","前前前世 - movie ver.","RADWIMPS","君の名は。","spotify:track:6fmowbDHpvQ1qw7lp22Xhi","null","null","null","2022-07-31","",""
"","","","","","","ヒカリへ (第116-168話 OP)","Muray","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「ONE PIECE」vol.1","spotify:track:68LQO4WzR0CLjt2knfsbhQ","null","null","null","2022-07-31","",""
"","","","","","","ピースサイン","Kenshi Yonezu","BOOTLEG","spotify:track:5aHfGUxRec6c41luxkDqhX","null","null","null","2022-07-31","",""
"","","","","","","空に歌えば","amazarashi","Chihou Toshi No Memento Mori","spotify:track:6wZcefZGc6vrd3zLCQoOYe","null","null","null","2022-07-31","",""
"","","","","","","Let Me Hear","Fear, and Loathing in Las Vegas","Feeling of Unity","spotify:track:5sqkarfxe7UejHTlCtHCLS","null","null","null","2022-07-31","",""
"","","","","","","ブルーバード","Ikimonogakari","Chou Ikimonobakari Tennen Kinen Members Best Selection","spotify:track:2XpV9sHBexcNrz0Gyf3l18","null","null","null","2022-07-31","",""
"","","","","","","遥か彼方","ASIAN KUNG-FU GENERATION","Best Hit AKG","spotify:track:052C0m9kD30nZqcPWPPRqm","null","null","null","2022-07-31","",""
"","","","","","","ないものねだり","KANA-BOON","僕がCDを出したら","spotify:track:1dsh4buvcBs2u7YtHy29c7","null","null","null","2022-07-31","",""
"","","","","","","COLORS","FLOW","FLOW the Best: Single Collection","spotify:track:0ggHt5jwwtMsWME2PDB6a0","null","null","null","2022-07-31","",""
"","","","","","","夢灯籠","RADWIMPS","君の名は。","spotify:track:6CsMd91gWWntqjZfXAScWe","null","null","null","2022-07-31","",""
"","","","","","","ラヴァーズ","7!!","Anipps","spotify:track:75SKlkZrcOX32dseIE8l4O","null","null","null","2022-07-31","",""
"","","","","","","Snow Fairy","FUNKIST","Tv Anime ""Fairy Tail"" Op & Ed Theme Songs Vol. 1","spotify:track:2rYiDn8FjwBnBPtZDP8to3","null","null","null","2022-07-31","",""
"","","","","","","CLOSER（第78話〜第102話）","kyo-1","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「NARUTO」 vol.5 [疾風伝 第1話～第281話 主題歌OP 編]","spotify:track:7wVMrQzlFsLGiobt5xxv13","null","null","null","2022-07-31","",""
"","","","","","","MUKANJYO","Survive Said The Prophet","Mukanjyo","spotify:track:02846iBEHz7g1pFLvpRllW","null","null","null","2022-07-31","",""
"","","","","","","Polaris (Boku No Hero Academia)","Miura Jam","Polaris (Boku No Hero Academia)","spotify:track:3AmjOVVIxj6kYfqvTCYP2P","null","null","null","2022-07-31","",""
"","","","","","","Sparkle - Movie Version","RADWIMPS","Your Name.","spotify:track:0b4a1iklB8w8gsE38nzyEx","null","null","null","2022-07-31","",""
"","","","","","","Kibou no Uta (from ""Shokugeki no Soma: FOOD WARS!"")","Jonathan Parecki","Kibou no Uta (from ""Shokugeki no Soma: FOOD WARS!"")","spotify:track:1TJNF6W1CYJN91JGDUHcJt","null","null","null","2022-07-31","",""
"","","","","","","Lemon","Kenshi Yonezu","Lemon","spotify:track:35KlorpQ6LQVVslvlcu1gN","null","null","null","2022-07-31","",""
"","","","","","","Kawaikutegomen (feat. capi)","HoneyWorks","Kokuhakujikkouiinkai -FLYING SONGS- Koishiteru","spotify:track:4Mo0vn7a03pJ19uESUrH5a","null","null","null","2023-01-11","",""
"","","","","","","crossing field","LiSA","LANDSPACE","spotify:track:4BvuZVf9KyBN3QiPfeI9hw","null","null","null","2024-02-08","",""
"","","","","","","departure!","Masatoshi Ono","“HUNTER×HUNTER”Single","spotify:track:68XJP1sxQ5aiwbDJ8McUSr","null","null","null","2024-02-08","",""
"","","","","","","GO!!!","FLOW","GAME","spotify:track:30WNOfFRiqgebO4eRkCii8","null","null","null","2024-02-08","",""
"","","","","","","ポラリス","BLUE ENCOUNT","Q.E.D","spotify:track:28DlaPydCnrs8NxYOnUPZ8","null","null","null","2024-02-08","",""
"","","","","","","IGNITE","Eir Aoi","D'AZUR","spotify:track:5ivhfpfnoHhD8rUI2t3aJG","null","null","null","2024-02-08","",""
"","","","","","","ホタルノヒカリ","Ikimonogakari","ハジマリノウタ","spotify:track:7AffKWcNn5Zv7QFgScW2ox","null","null","null","2024-02-08","",""
"","","","","Night","2024-07-03","Peter Pan Was Right","Anson Seabra","Peter Pan Was Right","spotify:track:2At18rPHOuTEjGEppwGV0A","null","null","null","2022-05-18","null","0"
"","","","","","","Change My Clothes","Dream","Change My Clothes","spotify:track:4mnjwMLCk3JZkhkok3u5g1","null","null","null","2022-05-18","",""
"","","","","","","Speakers","Alec Benjamin","(Un)Commentary","spotify:track:1620rCO9xoE7kug77sS4AJ","null","null","null","2022-05-18","",""
"","","","","","","Older","Alec Benjamin","Older","spotify:track:4qeHV9T5N3S7KAKryZQp8s","null","null","null","2022-05-18","",""
"","","","","","","Numb","Roomie","Numb","spotify:track:2ZoNUQvyvm00Kgkox7da3x","null","null","null","2022-05-24","",""
"","","","","","","Something Super Sweet","Rory Webley","Are You Scared Yet?","spotify:track:7byGwLkiIzJdHOZKZMS8nd","null","null","null","2022-05-25","",""
"","","","","","","The Butterfly Effect","Before You Exit","love, pain, & retrospect","spotify:track:5OeFwHm8XB1ykVRW6zzVDI","null","null","null","2022-05-25","",""
"","","","","","","is your bedroom ceiling bored? (feat. Cavetown)","Sody","is your bedroom ceiling bored? (feat. Cavetown)","spotify:track:3ehrCQoouv7NW8LRgcMvRF","null","null","null","2022-06-11","",""
"","","","","","","Half a Heart","One Direction","Midnight Memories (Deluxe)","spotify:track:6nIE1oCE4udqMGv3bqVNVb","null","null","null","2022-06-11","",""
"","","","","","","People Watching","Conan Gray","People Watching","spotify:track:4JeOesjcWWlprTAvucDSJX","null","null","null","2022-06-12","",""
"","","","","","","Play Pretend","Alex Sampson","Play Pretend","spotify:track:5Fy46k558RutcQ14N3lx7p","null","null","null","2022-06-12","",""
"","","","","","","Oh, the Moon! - Acoustic","AJ Abdullah","Oh, the Moon!","spotify:track:3NvECouLen5yZAZypOy47i","null","null","null","2022-06-13","",""
"","","","","","","It's Raining, It's Pouring","Anson Seabra","Feeling For My Life","spotify:track:6bWp6koT8nuANBLyyh20gB","null","null","null","2022-06-16","",""
"","","","","","","The Book of You & I","Alec Benjamin","These Two Windows","spotify:track:2CSrG5fnBpcdfPXg7sJUBi","null","null","null","2022-06-16","",""
"","","","","","","everything sucks (feat. Eric Nam)","vaultboy","everything sucks (feat. Eric Nam)","spotify:track:5AUMjaFnLEWzriTPTOEI56","null","null","null","2022-06-16","",""
"","","","","","","Strawberries & Cigarettes","Troye Sivan","Strawberries & Cigarettes","spotify:track:3afkJSKX0EAMsJXTZnDXXJ","null","null","null","2022-06-16","",""
"","","","","","","I'm Not A Cynic","Alec Benjamin","These Two Windows","spotify:track:4iyGOU2Wtc7oNG4pm3taVd","null","null","null","2022-06-16","",""
"","","","","","","Annabelle's Homework","Alec Benjamin","Narrated For You","spotify:track:0DYRjWiFJHvLjxRrywtltC","null","null","null","2022-06-16","",""
"","","","","","","Six Feet Apart","Alec Benjamin","Six Feet Apart","spotify:track:22AJMMJMaQ3qtTwlegrKcm","null","null","null","2022-06-16","",""
"","","","","","","always, i'll care","Jeremy Zucker","love is not dying","spotify:track:0rbKrBvZUYY9GN9l057BuY","null","null","null","2022-06-16","",""
"","","","","","","if this is the last time","LANY","mama's boy","spotify:track:3bsRMvQja4huvPWo1S5ONc","null","null","null","2022-06-16","",""
"","","","","","","All That I Know","Cian Ducrot","started in college","spotify:track:6UjmzarRswXYXr6k67kemd","null","null","null","2022-06-16","",""
"","","","","","","Don't Forget to Breathe","Anson Seabra","Songs I Wrote in My Bedroom","spotify:track:1OLKRFVbiCVVj1w3gIcLo2","null","null","null","2022-06-16","",""
"","","","","","","Consume (feat. Goon Des Garcons)","Chase Atlantic","Chase Atlantic","spotify:track:0X2bh8NVQ8svDQIn2AdCbW","null","null","null","2022-08-02","",""
"","","","","","","Haunt You (feat. chloe moriondo)","X Lovers","Mad World","spotify:track:185cmBOExC1AHWe3xrbmQ8","null","null","null","2023-02-07","",""
"","","","","","","I Built A Friend (2020)","Alec Benjamin","I Built A Friend (2020)","spotify:track:68XhCrBajUR64h6wv4eYYW","null","null","null","2023-02-07","",""
"","","","","","","all the kids are depressed","Jeremy Zucker","glisten","spotify:track:75ls0gurX68lUmMjE7QcsE","null","null","null","2023-02-07","",""
"","","","","","","IDK You Yet","Alexander 23","IDK You Yet","spotify:track:0j1Ia2lQWrcXrQZI4AdJlk","null","null","null","2023-02-07","",""
"","","","","","","Ghost Of You","5 Seconds of Summer","Youngblood","spotify:track:1MhXdlCQPnO56T57MfmaRm","null","null","null","2023-02-07","",""
"","","","","","","Moral of the Story (feat. Niall Horan) - Bonus Track","Ashe","Ashlyn","spotify:track:5v6qYImm5k36GHlFxdEZyv","null","null","null","2023-02-07","",""
"","","","","","","Running After You","Matthew Mole","Run","spotify:track:6cRkm1iHWDYpkQanPyLqwn","null","null","null","2023-02-07","",""
"","","","","","","This Is Home","Cavetown","This Is Home","spotify:track:7s8VgA8OjvwBUuigKzEGBx","null","null","null","2023-02-07","",""
"","","","","","","Changes","Hayd","Changes - EP","spotify:track:7KhzNtBj6hmB08fyJCIRb3","null","null","null","2023-02-07","",""
"","","","","","","Someone To You - Acoustic","BANNERS","Someone To You","spotify:track:6T1zHElTuU8UgfDwomdetB","null","null","null","2023-02-07","",""
"","","","","","","If The World Was Ending","Kurt Hugo Schneider","If The World Was Ending","spotify:track:1AMi9SwqdiiYT4GH0QPyHc","null","null","null","2023-02-07","",""
"","","","","","","Break My Heart Again","FINNEAS","Blood Harmony","spotify:track:0DGh73t9eaZA3X3ZXHf4Qe","null","null","null","2023-02-07","",""
"","","","","","","Shadow Of Mine","Alec Benjamin","(Un)Commentary","spotify:track:1lcTe5gJ7MRlcLOv5BODr6","null","null","null","2023-02-07","",""
"","","","","","","Clouds","Before You Exit","Clouds","spotify:track:5iscL6Ehw0Ch3B5Rs0KDP1","null","null","null","2023-02-07","",""
"","","","","","","SLOW DANCING IN THE DARK","re:issues","starting point","spotify:track:1RJ08G43K5GSwErm1LSqSV","null","null","null","2023-02-07","",""
"","","","","","","Mr. Brightside","The Killers","Hot Fuss","spotify:track:003vvx7Niy0yvhvHt4a68B","null","null","null","2023-02-08","",""
"","","","","","","Could Have Been Me","The Struts","Everybody Wants","spotify:track:3IyCL4Em1GOpNGDf451Hg1","null","null","null","2023-02-08","",""
"","","","","","","Perfect","Ed Sheeran","÷","spotify:track:0tgVpDi06FyKpA1z0VMD4v","null","null","null","2023-02-08","",""
"","","","","","","Bam Bam (feat. Ed Sheeran)","Camila Cabello","Familia","spotify:track:2DB4DdfCFMw1iaR6JaR03a","null","null","null","2023-02-08","",""
"","","","","","","Castle on the Hill","Ed Sheeran","÷","spotify:track:6PCUP3dWmTjcTtXY02oFdT","null","null","null","2023-02-08","",""
"","","","","","","I Will Spend My Whole Life Loving You","Imaginary Future","I Will Spend My Whole Life Loving You","spotify:track:77enz5hl8RicxrbPB56VXQ","null","null","null","2023-02-08","",""
"","","","","","","Urike Urike","Sid Sriram","Urike Urike (From ""Hit 2"") - Single","spotify:track:7dT21sIYXtxJpIEBIdUSuu","null","null","null","2023-02-08","",""
"","","","","","","Baarishein","Anuv Jain","Baarishein","spotify:track:5iCY0TXNImK4hyKfcplQsg","null","null","null","2023-02-08","",""
